Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Isotope Distribution,Maximum Abundance,Minimum CV%,20190805_Blank_Neg_06,20190805_Blank_Neg_06,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
14.04_177.9063m/z,,177.9062661,1,14.04363333,0.098816667,0,100,474.6090774,---,474.6090774,474.6090774,,,,,,,,,,
14.01_174.9310m/z,,174.9310333,1,14.0107,0.115633333,0,100,738.1542997,---,738.1542997,738.1542997,,,,,,,,,,
14.01_332.9986m/z,,332.9986367,1,14.0107,0.098816667,0,100 - 31.4,3666.833355,---,3666.833355,3666.833355,,,,,,,,,,
13.94_292.9362m/z,,292.9361748,1,13.94448333,0.032933333,0,100 - 26.8,1321.301664,---,1321.301664,1321.301664,,,,,,,,,,
13.91_279.1654m/z,,279.1654346,1,13.91155,0.049416667,0,100,572.8244583,---,572.8244583,572.8244583,,,,,,,,,,
13.90_126.9052m/z,,126.9051982,1,13.89506667,0.148566667,0,100,560.569397,---,560.569397,560.569397,,,,,,,,,,
13.90_536.9950m/z,,536.9950027,1,13.89506667,0.065883333,0,100 - 17,2768.60302,---,2768.60302,2768.60302,,,,,,,,,,
13.86_488.9652m/z,,488.9651889,1,13.86213333,0.148566667,0,100 - 20.6,5110.225929,---,5110.225929,5110.225929,,,,,,,,,,
13.86_353.0051m/z,,353.0051288,1,13.86213333,0.1153,0,100 - 53.2,3725.149862,---,3725.149862,3725.149862,,,,,,,,,,
13.83_212.8406m/z,,212.8406025,1,13.82918333,0.2474,0,100,1355.903641,---,1355.903641,1355.903641,,,,,,,,,,
13.83_450.9856m/z,,450.9855999,1,13.82918333,0.363016667,0,100 - 34.7,11840.09226,---,11840.09226,11840.09226,,,,,,,,,,
13.81_420.9612m/z,,420.9611856,1,13.81271667,0.131766667,0,100 - 23.6,6284.741333,---,6284.741333,6284.741333,,,,,,,,,,
13.78_536.9877m/z,,536.98766,1,13.77978333,0.065866667,0,100 - 17.7,2774.127872,---,2774.127872,2774.127872,,,,,,,,,,
13.76_167.9331m/z,,167.9330676,1,13.76331667,0.098816667,0,100,586.0985508,---,586.0985508,586.0985508,,,,,,,,,,
13.73_212.8405m/z,,212.8404705,1,13.73003333,0.09915,0,100,467.1726046,---,467.1726046,467.1726046,,,,,,,,,,
13.73_347.0154m/z,,347.0154228,1,13.73003333,0.066216667,0,100 - 61.7,1432.819407,---,1432.819407,1432.819407,,,,,,,,,,
13.71_276.8352m/z,,276.8351652,1,13.71356667,0.4783,0,100,4208.020007,---,4208.020007,4208.020007,,,,,,,,,,
13.70_311.1996m/z,,311.1995665,1,13.6971,0.94015,0,100,10495.19258,---,10495.19258,10495.19258,,,,,,,,,,
13.66_248.8385m/z,,248.8385143,1,13.66415,0.049416667,0,100,425.4644547,---,425.4644547,425.4644547,,,,,,,,,,
13.66_282.9752m/z,,282.9751527,1,13.66415,0.065883333,0,100,950.3479233,---,950.3479233,950.3479233,,,,,,,,,,
13.65_586.9784m/z,,586.9784093,1,13.64768333,0.197966667,0,100 - 28,9118.549021,---,9118.549021,9118.549021,,,,,,,,,,
13.63_347.0145m/z,,347.0145208,1,13.63121667,0.131766667,0,98.9 - 100,2444.474682,---,2444.474682,2444.474682,,,,,,,,,,
13.61_420.9427m/z,,420.9426938,1,13.61475,0.065883333,0,100 - 34.8,1714.445728,---,1714.445728,1714.445728,,,,,,,,,,
13.53_300.9785m/z,,300.9785467,1,13.53238333,0.03295,0,100 - 60.6,1328.892057,---,1328.892057,1328.892057,,,,,,,,,,
13.52_282.9747m/z,,282.9747177,1,13.51591667,0.082683333,0,100,1178.001831,---,1178.001831,1178.001831,,,,,,,,,,
13.52_292.8533m/z,,292.8533279,1,13.51591667,0.2968,0,100 - 21.8 - 20.5 - 21.7,16627.84782,---,16627.84782,16627.84782,,,,,,,,,,
13.50_254.9971m/z,,254.9970969,1,13.49945,0.09915,0,100,1401.025139,---,1401.025139,1401.025139,,,,,,,,,,
13.45_212.8402m/z,,212.8401924,1,13.4497,0.263866667,0,100,1242.390696,---,1242.390696,1242.390696,,,,,,,,,,
13.43_536.9713m/z,,536.9712774,1,13.43323333,0.098816667,0,100,3301.527296,---,3301.527296,3301.527296,,,,,,,,,,
13.38_164.9630m/z,,164.9630498,1,13.38383333,0.08235,0,100,599.2062387,---,599.2062387,599.2062387,,,,,,,,,,
13.38_744.9539m/z,,744.9539046,1,13.38383333,0.098833333,0,100 - 18.1,5857.443848,---,5857.443848,5857.443848,,,,,,,,,,
13.33_302.8897m/z,,302.8896942,1,13.33441667,0.049416667,0,100,2093.632518,---,2093.632518,2093.632518,,,,,,,,,,
13.30_604.9724m/z,,604.9724389,1,13.30146667,0.2474,0,100,7905.600193,---,7905.600193,7905.600193,,,,,,,,,,
13.25_196.0254m/z,,196.0254046,1,13.25206667,0.148566667,0,100,1046.061876,---,1046.061876,1046.061876,,,,,,,,,,
13.20_271.2291m/z,,271.2291253,1,13.20231667,0.197966667,0,100,1175.231432,---,1175.231432,1175.231432,,,,,,,,,,
13.14_326.9203m/z,,326.9203411,1,13.13643333,0.197633333,0,100 - 59.8,4725.180763,---,4725.180763,4725.180763,,,,,,,,,,
13.07_218.8754m/z,,218.8754302,1,13.07055,0.230916667,0,100,1257.589234,---,1257.589234,1257.589234,,,,,,,,,,
13.00_965.8456m/z,,965.8455674,1,13.00466667,0.148566667,0,90.3 - 100,6305.195364,---,6305.195364,6305.195364,,,,,,,,,,
12.95_412.9832m/z,,412.9832307,1,12.95493333,0.082683333,0,100,1859.744209,---,1859.744209,1859.744209,,,,,,,,,,
12.94_248.8380m/z,,248.8379608,1,12.93845,0.049416667,0,100,444.2514343,---,444.2514343,444.2514343,,,,,,,,,,
12.94_340.9349m/z,,340.9349215,1,12.93845,0.131766667,0,100,1915.342454,---,1915.342454,1915.342454,,,,,,,,,,
12.92_611.0057m/z,,611.005662,1,12.92198333,0.065883333,0,100,2368.011703,---,2368.011703,2368.011703,,,,,,,,,,
12.89_819.6277m/z,,819.6277132,1,12.88905,0.725433333,0,100 - 90.4 - 4.89,29289.15684,---,29289.15684,29289.15684,,,,,,,,,,
12.87_588.9649m/z,,588.9648803,1,12.87256667,0.21445,0,100,5714.015549,---,5714.015549,5714.015549,,,,,,,,,,
12.86_119.9475m/z,,119.9474512,1,12.8561,17.46711667,0,100,995442.0967,---,995442.0967,995442.0967,,,,,,,,,,
12.84_937.8136m/z,,937.8135839,1,12.83963333,0.148233333,0,76.3 - 100,5720.746132,---,5720.746132,5720.746132,,,,,,,,,,
12.81_404.9800m/z,,404.9800113,1,12.8067,0.115633333,0,100,2813.131046,---,2813.131046,2813.131046,,,,,,,,,,
12.77_374.9918m/z,,374.9918451,1,12.77375,0.0494,0,100,1019.196846,---,1019.196846,1019.196846,,,,,,,,,,
12.74_220.8714m/z,,220.8713972,1,12.74081667,0.082683333,0,100,467.3387492,---,467.3387492,467.3387492,,,,,,,,,,
12.72_865.6141m/z,,865.6140707,1,12.724,0.775166667,0,100 - 88.9 - 44.7 - 2.96,61448.88995,---,61448.88995,61448.88995,,,,,,,,,,
12.69_279.2307m/z,,279.2306901,1,12.69106667,0.197983333,0,100,1460.720465,---,1460.720465,1460.720465,,,,,,,,,,
12.66_146.9666m/z,,146.9666213,1,12.65813333,17.4009,0,100,916835.5749,---,916835.5749,916835.5749,,,,,,,,,,
12.59_152.9371m/z,,152.9371194,1,12.59218333,0.0824,0,100 - 14.9,1984.906096,---,1984.906096,1984.906096,,,,,,,,,,
12.53_742.6935m/z,,742.6935182,1,12.5263,0.082683333,0,100 - 47.7,2290.760628,---,2290.760628,2290.760628,,,,,,,,,,
12.51_880.9461m/z,,880.9461062,1,12.50983333,0.198033333,0,100,3220.82566,---,3220.82566,3220.82566,,,,,,,,,,
12.51_786.7199m/z,,786.7198711,1,12.50983333,0.065883333,0,100 - 36.5,2425.894157,---,2425.894157,2425.894157,,,,,,,,,,
12.49_914.5985m/z,,914.598488,1,12.49336667,0.956666667,0,100 - 66.8 - 42.7 - 16.1,132071.5815,---,132071.5815,132071.5815,,,,,,,,,,
12.48_234.8911m/z,,234.8911425,1,12.47656667,0.066216667,0,100 - 20,1148.210396,---,1148.210396,1148.210396,,,,,,,,,,
12.44_324.7626m/z,,324.7626359,1,12.44361667,0.066216667,0,100,536.7752037,---,536.7752037,536.7752037,,,,,,,,,,
12.43_268.8019m/z,,268.8018768,1,12.42715,6.71285,0,100,165247.8292,---,165247.8292,165247.8292,,,,,,,,,,
12.41_564.5865m/z,,564.5865051,1,12.41068333,0.1815,0,100,2074.734245,---,2074.734245,2074.734245,,,,,,,,,,
12.41_279.1669m/z,,279.1669217,1,12.41068333,0.445416667,0,100,4686.132714,---,4686.132714,4686.132714,,,,,,,,,,
12.41_685.3543m/z,,685.354294,1,12.41068333,0.08235,0,100 - 43.3,1992.17012,---,1992.17012,1992.17012,,,,,,,,,,
12.38_433.0106m/z,,433.0106028,1,12.37773333,0.1153,0,100,1736.042052,---,1736.042052,1736.042052,,,,,,,,,,
12.36_294.9462m/z,,294.9461564,1,12.36126667,0.0494,0,100,1159.285633,---,1159.285633,1159.285633,,,,,,,,,,
12.36_374.9919m/z,,374.9919308,1,12.36126667,0.1321,0,100,2194.394564,---,2194.394564,2194.394564,,,,,,,,,,
12.36_348.9656m/z,,348.9656498,1,12.36126667,0.098833333,0,100,1215.462172,---,1215.462172,1215.462172,,,,,,,,,,
12.36_270.7992m/z,,270.7992423,1,12.36126667,6.514866667,0,100,114346.1085,---,114346.1085,114346.1085,,,,,,,,,,
12.34_758.6822m/z,,758.6821912,1,12.3448,0.0494,0,100,1173.038025,---,1173.038025,1173.038025,,,,,,,,,,
12.34_155.9118m/z,,155.9118059,1,12.3448,0.280333333,0,100 - 24.7,6741.365643,---,6741.365643,6741.365643,,,,,,,,,,
12.33_609.5610m/z,,609.5610106,1,12.32833333,0.115283333,0,100,1389.878544,---,1389.878544,1389.878544,,,,,,,,,,
12.31_157.9092m/z,,157.9091525,1,12.31185,0.72575,0,100,7392.687359,---,7392.687359,7392.687359,,,,,,,,,,
12.31_281.2504m/z,,281.2504022,1,12.31185,0.148566667,0,100 - 19.8,3576.954794,---,3576.954794,3576.954794,,,,,,,,,,
12.30_290.8508m/z,,290.8507731,1,12.29538333,0.21445,0,100,2451.731561,---,2451.731561,2451.731561,,,,,,,,,,
12.28_324.7632m/z,,324.7631945,1,12.27891667,0.1153,0,100,973.5141134,---,973.5141134,973.5141134,,,,,,,,,,
12.28_211.9486m/z,,211.9486198,1,12.27891667,0.115616667,0,100,874.6213551,---,874.6213551,874.6213551,,,,,,,,,,
12.28_325.1868m/z,,325.1868067,1,12.27891667,0.066216667,0,100 - 13.5,1840.61762,---,1840.61762,1840.61762,,,,,,,,,,
12.26_581.5312m/z,,581.5311952,1,12.26245,0.1321,0,100,1723.34959,---,1723.34959,1723.34959,,,,,,,,,,
12.26_697.4247m/z,,697.4247318,1,12.26245,0.115616667,0,100 - 40,2361.161479,---,2361.161479,2361.161479,,,,,,,,,,
12.23_167.9333m/z,,167.9333143,1,12.22916667,0.049733333,0,100,260.3799496,---,260.3799496,260.3799496,,,,,,,,,,
12.21_324.7638m/z,,324.763832,1,12.2127,0.065883333,0,100,615.4811707,---,615.4811707,615.4811707,,,,,,,,,,
12.20_367.3601m/z,,367.3601145,1,12.19623333,0.26385,0,100,1947.475693,---,1947.475693,1947.475693,,,,,,,,,,
12.16_154.8811m/z,,154.8811179,1,12.16328333,0.115633333,0,100,358.0216131,---,358.0216131,358.0216131,,,,,,,,,,
12.16_593.4131m/z,,593.4131415,1,12.16328333,0.742166667,0,100 - 46.7 - 18.4 - 4.95,204876.6785,---,204876.6785,204876.6785,,,,,,,,,,
12.15_288.8018m/z,,288.8017508,1,12.14681667,0.247383333,0,100,2311.819192,---,2311.819192,2311.819192,,,,,,,,,,
12.10_139.0065m/z,,139.0065392,1,12.09741667,0.1815,0,100,1029.414925,---,1029.414925,1029.414925,,,,,,,,,,
12.06_271.2283m/z,,271.2283141,1,12.06446667,0.3136,0,100,2749.086712,---,2749.086712,2749.086712,,,,,,,,,,
12.03_688.3819m/z,,688.3818849,1,12.03153333,0.362683333,0,100 - 75.5,6886.807537,---,6886.807537,6886.807537,,,,,,,,,,
11.98_367.2010m/z,,367.2010223,1,11.98178333,0.065883333,0,100,588.8283451,---,588.8283451,588.8283451,,,,,,,,,,
11.93_213.0163m/z,,213.0162862,1,11.93236667,0.066216667,0,100,685.9015003,---,685.9015003,685.9015003,,,,,,,,,,
11.85_637.1321m/z,,637.1321031,1,11.85001667,0.08235,0,100,1300.615524,---,1300.615524,1300.615524,,,,,,,,,,
11.73_157.0371m/z,,157.0370772,1,11.7344,0.2474,0,100,1364.159545,---,1364.159545,1364.159545,,,,,,,,,,
11.68_683.5877m/z,,683.5876655,1,11.68498333,0.165033333,0,100,2011.237648,---,2011.237648,2011.237648,,,,,,,,,,
11.50_358.9717m/z,,358.9717165,1,11.50381667,0.0494,0,100,1120.120734,---,1120.120734,1120.120734,,,,,,,,,,
11.29_269.2166m/z,,269.2166081,1,11.28936667,0.03295,0,100 - 24,779.0411714,---,779.0411714,779.0411714,,,,,,,,,,
11.09_171.1390m/z,,171.1389799,1,11.09138333,0.197983333,0,100,1421.197887,---,1421.197887,1421.197887,,,,,,,,,,
10.75_200.9478m/z,,200.9478054,1,10.74516667,0.049733333,0,100,344.1525803,---,344.1525803,344.1525803,,,,,,,,,,
10.53_254.9476m/z,,254.9475924,1,10.53071667,0.148566667,0,100,2403.520005,---,2403.520005,2403.520005,,,,,,,,,,
10.17_251.0078m/z,,251.0078133,1,10.16738333,0.14825,0,100,1201.257322,---,1201.257322,1201.257322,,,,,,,,,,
9.67_254.9434m/z,,254.9434373,1,9.6726,0.098816667,0,100 - 17.9,1919.472361,---,1919.472361,1919.472361,,,,,,,,,,
8.77_236.9162m/z,,236.9162119,1,8.765716667,0.066383333,0,100,359.2906036,---,359.2906036,359.2906036,,,,,,,,,,
8.49_134.8655m/z,,134.86549,1,8.485233333,0.099166667,0,100,448.0580063,---,448.0580063,448.0580063,,,,,,,,,,
8.27_171.1376m/z,,171.1376058,1,8.270783333,0.197633333,0,100,1219.490205,---,1219.490205,1219.490205,,,,,,,,,,
8.11_171.1394m/z,,171.1394162,1,8.105566667,0.329733333,0,100,1834.34022,---,1834.34022,1834.34022,,,,,,,,,,
7.81_138.9340m/z,,138.934026,1,7.808766667,0.445366667,0,100,2065.96573,---,2065.96573,2065.96573,,,,,,,,,,
7.66_246.9444m/z,,246.9443793,1,7.6602,0.395616667,0,100,2863.118051,---,2863.118051,2863.118051,,,,,,,,,,
7.53_236.9161m/z,,236.9161103,1,7.528433333,0.065883333,0,100,347.4111484,---,347.4111484,347.4111484,,,,,,,,,,
6.80_595.5438m/z,,595.543797,1,6.80275,0.75865,0,100,9072.346301,---,9072.346301,9072.346301,,,,,,,,,,
6.70_480.9049m/z,,480.9048847,1,6.703583333,0.04975,0,100,391.9341631,---,391.9341631,391.9341631,,,,,,,,,,
6.64_236.9169m/z,,236.9169162,1,6.637716667,0.0494,0,100,256.280899,---,256.280899,256.280899,,,,,,,,,,
6.57_138.9346m/z,,138.9345791,1,6.571833333,0.2474,0,100,1032.897472,---,1032.897472,1032.897472,,,,,,,,,,
6.34_134.8660m/z,,134.8660469,1,6.3409,0.098833333,0,100,491.2445622,---,491.2445622,491.2445622,,,,,,,,,,
6.09_480.9041m/z,,480.9041086,1,6.093516667,0.0494,0,100,452.609375,---,452.609375,452.609375,,,,,,,,,,
5.42_653.1432m/z,,653.1432376,1,5.4172,1.07195,0,100 - 51 - 84.2,43514.97696,---,43514.97696,43514.97696,,,,,,,,,,
5.25_593.1354m/z,,593.1353947,1,5.2525,0.247066667,0,100 - 25.3 - 52.6,8119.367893,---,8119.367893,8119.367893,,,,,,,,,,
5.22_480.9041m/z,,480.9041194,1,5.219216667,0.049733333,0,100,417.2457447,---,417.2457447,417.2457447,,,,,,,,,,
5.17_603.1690m/z,,603.168995,1,5.169816667,0.824883333,0,100 - 36.2,22279.9281,---,22279.9281,22279.9281,,,,,,,,,,
5.04_595.1245m/z,,595.1245388,1,5.03805,0.065866667,0,100 - 19.1,1624.846283,---,1624.846283,1624.846283,,,,,,,,,,
5.01_641.1199m/z,,641.1199272,1,5.0051,1.204,0,100 - 54.5,31552.38535,---,31552.38535,31552.38535,,,,,,,,,,
4.94_597.0734m/z,,597.0733959,1,4.938883333,0.09915,0,100 - 34,2376.174506,---,2376.174506,2376.174506,,,,,,,,,,
4.89_575.1353m/z,,575.1353429,1,4.889483333,0.280333333,0,100 - 27.5,7883.376438,---,7883.376438,7883.376438,,,,,,,,,,
4.87_611.0914m/z,,611.0913686,1,4.873016667,0.742166667,0,100 - 37.5,22240.19518,---,22240.19518,22240.19518,,,,,,,,,,
4.84_480.9046m/z,,480.9046232,1,4.840066667,0.214116667,0,100,1484.673514,---,1484.673514,1484.673514,,,,,,,,,,
4.84_589.1528m/z,,589.1527711,1,4.840066667,0.7257,0,100 - 32.3,19897.85685,---,19897.85685,19897.85685,,,,,,,,,,
4.82_609.1007m/z,,609.1007131,1,4.8236,0.148566667,0,100 - 18.1,3959.61013,---,3959.61013,3959.61013,,,,,,,,,,
4.76_661.0666m/z,,661.066631,1,4.757716667,0.659816667,0,100 - 46.3 - 70.7,22537.64817,---,22537.64817,22537.64817,,,,,,,,,,
4.74_797.5201m/z,,797.52007,1,4.74125,0.461833333,0,100 - 59.6,9307.86901,---,9307.86901,9307.86901,,,,,,,,,,
4.71_659.0734m/z,,659.0733847,1,4.707966667,0.725683333,0,100 - 48.4,18776.50937,---,18776.50937,18776.50937,,,,,,,,,,
4.51_657.0817m/z,,657.081673,1,4.510316667,0.4289,0,100 - 40.4,9517.213525,---,9517.213525,9517.213525,,,,,,,,,,
4.23_297.1553m/z,,297.1553129,1,4.229666667,0.098833333,0,100,710.9424306,---,710.9424306,710.9424306,,,,,,,,,,
3.95_136.8626m/z,,136.8626271,1,3.949333333,0.09885,0,100,452.2005836,---,452.2005836,452.2005836,,,,,,,,,,
3.54_435.1488m/z,,435.1487905,1,3.536883333,0.461883333,0,100 - 33 - 58.2,13659.93956,---,13659.93956,13659.93956,,,,,,,,,,
3.34_158.9387m/z,,158.9387355,1,3.3389,0.08235,0,100,325.4320379,---,325.4320379,325.4320379,,,,,,,,,,
2.94_171.1383m/z,,171.1383138,1,2.942933333,0.247383333,0,100,1400.436502,---,1400.436502,1400.436502,,,,,,,,,,
2.30_292.8923m/z,,292.8923225,1,2.299916667,2.1934,0,100 - 21.2 - 32.1 - 0.308,105041.2862,---,105041.2862,105041.2862,,,,,,,,,,
1.41_236.9172m/z,,236.9172162,1,1.409183333,0.280333333,0,100 - 17,10425.41208,---,10425.41208,10425.41208,,,,,,,,,,
1.29_136.8628m/z,,136.8628318,1,1.2939,0.2805,0,100,1381.169149,---,1381.169149,1381.169149,,,,,,,,,,
1.01_426.9700m/z,,426.9699614,1,1.0134,0.08235,0,100,735.7021389,---,735.7021389,735.7021389,,,,,,,,,,
1.01_232.9254m/z,,232.9254237,1,1.0134,2.440783333,0,100 - 16.6,216737.2052,---,216737.2052,216737.2052,,,,,,,,,,
